0.001,100,0.104391679627,0.012028495469,0.00866970704686
0.005,100,0.43225726708,0.0457577904829,0.0297028513437
0.01,100,0.695120693484,0.0687248213434,0.0384668200417
0.05,100,1.08996918312,0.112732994148,0.0171606178896
0.1,100,1.09643168786,0.124938527773,0.0050298673187
0.5,100,1.09646081139,0.12861723163,0.00140248453048
1,100,1.09646081139,0.128617232323,0.00140248389656
5,100,-1.76194459187e+60,1.24381691264e+59,-6.31305610826e+59
10,100,-1.83823646919e+136,8.99549872274e+150,-5.19269184384e+151
0.2,100,1.09646081117,0.128463638929,0.00155158369157
